date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:20:24	97785/97785	---M--	200	added ('OK')	image/jpeg	date:Fri,%2025%20Oct%202024%2010:29:16%20GMT	http://clapat.ro/themes/nanotech/images/projects/infin03.jpg	C:/My%20Web%20Sites/reyhan/clapat.ro/themes/nanotech/images/projects/infin03.jpg	(from http://clapat.ro/themes/nanotech/project03.html)
15:20:30	62403/62403	---M--	200	added ('OK')	image/jpeg	date:Thu,%2024%20Oct%202024%2017:00:56%20GMT	http://clapat.ro/themes/nanotech/images/projects/astronaut01.jpg	C:/My%20Web%20Sites/reyhan/clapat.ro/themes/nanotech/images/projects/astronaut01.jpg	(from http://clapat.ro/themes/nanotech/project04.html)
15:20:31	44406/44406	---M--	200	added ('OK')	image/jpeg	date:Fri,%2025%20Oct%202024%2011:05:30%20GMT	http://clapat.ro/themes/nanotech/images/projects/provenance01.jpg	C:/My%20Web%20Sites/reyhan/clapat.ro/themes/nanotech/images/projects/provenance01.jpg	(from http://clapat.ro/themes/nanotech/project05.html)
15:20:37	33423/33423	---M--	200	added ('OK')	image/jpeg	date:Fri,%2025%20Oct%202024%2011:06:27%20GMT	http://clapat.ro/themes/nanotech/images/projects/provenance03.jpg	C:/My%20Web%20Sites/reyhan/clapat.ro/themes/nanotech/images/projects/provenance03.jpg	(from http://clapat.ro/themes/nanotech/project05.html)
15:20:55	103636/103636	---M--	200	added ('OK')	image/jpeg	date:Fri,%2025%20Oct%202024%2012:24:18%20GMT	http://clapat.ro/themes/nanotech/images/projects/unbreak02.jpg	C:/My%20Web%20Sites/reyhan/clapat.ro/themes/nanotech/images/projects/unbreak02.jpg	(from http://clapat.ro/themes/nanotech/project06.html)
15:21:04	258765/258765	---M--	200	added ('OK')	image/jpeg	date:Fri,%2025%20Oct%202024%2011:04:14%20GMT	http://clapat.ro/themes/nanotech/images/projects/provenance02.jpg	C:/My%20Web%20Sites/reyhan/clapat.ro/themes/nanotech/images/projects/provenance02.jpg	(from http://clapat.ro/themes/nanotech/project05.html)
15:21:12	247644/247644	---M--	200	added ('OK')	image/jpeg	date:Fri,%2025%20Oct%202024%2012:26:07%20GMT	http://clapat.ro/themes/nanotech/images/projects/unbreak01.jpg	C:/My%20Web%20Sites/reyhan/clapat.ro/themes/nanotech/images/projects/unbreak01.jpg	(from http://clapat.ro/themes/nanotech/project06.html)
15:21:33	168614/168614	---M--	200	added ('OK')	image/jpeg	date:Fri,%2025%20Oct%202024%2012:36:44%20GMT	http://clapat.ro/themes/nanotech/images/projects/kouch01.jpg	C:/My%20Web%20Sites/reyhan/clapat.ro/themes/nanotech/images/projects/kouch01.jpg	(from http://clapat.ro/themes/nanotech/project07.html)
15:21:40	153485/153485	---M--	200	added ('OK')	image/jpeg	date:Fri,%2025%20Oct%202024%2012:36:56%20GMT	http://clapat.ro/themes/nanotech/images/projects/kouch02.jpg	C:/My%20Web%20Sites/reyhan/clapat.ro/themes/nanotech/images/projects/kouch02.jpg	(from http://clapat.ro/themes/nanotech/project07.html)
15:21:50	101116/101116	---M--	200	added ('OK')	image/jpeg	date:Fri,%2025%20Oct%202024%2012:37:20%20GMT	http://clapat.ro/themes/nanotech/images/projects/kouch03.jpg	C:/My%20Web%20Sites/reyhan/clapat.ro/themes/nanotech/images/projects/kouch03.jpg	(from http://clapat.ro/themes/nanotech/project07.html)
15:22:11	188153/188153	---M--	200	added ('OK')	image/jpeg	date:Fri,%2025%20Oct%202024%2012:37:46%20GMT	http://clapat.ro/themes/nanotech/images/projects/kouch04.jpg	C:/My%20Web%20Sites/reyhan/clapat.ro/themes/nanotech/images/projects/kouch04.jpg	(from http://clapat.ro/themes/nanotech/project07.html)
15:22:13	134233/134233	---M--	200	added ('OK')	image/jpeg	date:Fri,%2025%20Oct%202024%2012:39:19%20GMT	http://clapat.ro/themes/nanotech/images/projects/kouch05.jpg	C:/My%20Web%20Sites/reyhan/clapat.ro/themes/nanotech/images/projects/kouch05.jpg	(from http://clapat.ro/themes/nanotech/project07.html)
15:22:15	510523/510523	---M--	200	added ('OK')	image/jpeg	date:Fri,%2025%20Oct%202024%2012:27:51%20GMT	http://clapat.ro/themes/nanotech/images/projects/unbreak03.jpg	C:/My%20Web%20Sites/reyhan/clapat.ro/themes/nanotech/images/projects/unbreak03.jpg	(from http://clapat.ro/themes/nanotech/project06.html)
15:22:36	139621/139621	---M--	200	added ('OK')	image/jpeg	date:Fri,%2025%20Oct%202024%2012:39:49%20GMT	http://clapat.ro/themes/nanotech/images/projects/kouch07.jpg	C:/My%20Web%20Sites/reyhan/clapat.ro/themes/nanotech/images/projects/kouch07.jpg	(from http://clapat.ro/themes/nanotech/project07.html)
15:22:37	132425/132425	---M--	200	added ('OK')	image/jpeg	date:Fri,%2025%20Oct%202024%2012:40:17%20GMT	http://clapat.ro/themes/nanotech/images/projects/kouch08.jpg	C:/My%20Web%20Sites/reyhan/clapat.ro/themes/nanotech/images/projects/kouch08.jpg	(from http://clapat.ro/themes/nanotech/project07.html)
15:22:40	182470/182470	---M--	200	added ('OK')	image/jpeg	date:Fri,%2025%20Oct%202024%2012:38:44%20GMT	http://clapat.ro/themes/nanotech/images/projects/kouch06.jpg	C:/My%20Web%20Sites/reyhan/clapat.ro/themes/nanotech/images/projects/kouch06.jpg	(from http://clapat.ro/themes/nanotech/project07.html)
15:22:49	75492/75492	---M--	200	added ('OK')	image/jpeg	date:Fri,%2025%20Oct%202024%2012:48:32%20GMT	http://clapat.ro/themes/nanotech/images/projects/vxlab01.jpg	C:/My%20Web%20Sites/reyhan/clapat.ro/themes/nanotech/images/projects/vxlab01.jpg	(from http://clapat.ro/themes/nanotech/project08.html)
15:22:53	101194/101194	---M--	200	added ('OK')	image/jpeg	date:Fri,%2025%20Oct%202024%2012:48:48%20GMT	http://clapat.ro/themes/nanotech/images/projects/vxlab02.jpg	C:/My%20Web%20Sites/reyhan/clapat.ro/themes/nanotech/images/projects/vxlab02.jpg	(from http://clapat.ro/themes/nanotech/project08.html)
15:23:06	155291/155291	---M--	200	added ('OK')	image/jpeg	date:Fri,%2025%20Oct%202024%2012:49:53%20GMT	http://clapat.ro/themes/nanotech/images/projects/vxlab03.jpg	C:/My%20Web%20Sites/reyhan/clapat.ro/themes/nanotech/images/projects/vxlab03.jpg	(from http://clapat.ro/themes/nanotech/project08.html)
15:23:14	121489/121489	---M--	200	added ('OK')	image/jpeg	date:Fri,%2025%20Oct%202024%2013:03:37%20GMT	http://clapat.ro/themes/nanotech/images/projects/mimco01.jpg	C:/My%20Web%20Sites/reyhan/clapat.ro/themes/nanotech/images/projects/mimco01.jpg	(from http://clapat.ro/themes/nanotech/project09.html)
15:23:20	195243/195243	---M--	200	added ('OK')	image/jpeg	date:Fri,%2025%20Oct%202024%2012:50:31%20GMT	http://clapat.ro/themes/nanotech/images/projects/vxlab04.jpg	C:/My%20Web%20Sites/reyhan/clapat.ro/themes/nanotech/images/projects/vxlab04.jpg	(from http://clapat.ro/themes/nanotech/project08.html)
15:23:22	100427/100427	---M--	200	added ('OK')	image/jpeg	date:Fri,%2025%20Oct%202024%2013:03:52%20GMT	http://clapat.ro/themes/nanotech/images/projects/mimco02.jpg	C:/My%20Web%20Sites/reyhan/clapat.ro/themes/nanotech/images/projects/mimco02.jpg	(from http://clapat.ro/themes/nanotech/project09.html)
15:23:39	91429/91429	---M--	200	added ('OK')	image/jpeg	date:Fri,%2025%20Oct%202024%2013:11:50%20GMT	http://clapat.ro/themes/nanotech/images/projects/mimco07.jpg	C:/My%20Web%20Sites/reyhan/clapat.ro/themes/nanotech/images/projects/mimco07.jpg	(from http://clapat.ro/themes/nanotech/project09.html)
15:23:49	219522/219522	---M--	200	added ('OK')	image/jpeg	date:Fri,%2025%20Oct%202024%2013:04:12%20GMT	http://clapat.ro/themes/nanotech/images/projects/mimco03.jpg	C:/My%20Web%20Sites/reyhan/clapat.ro/themes/nanotech/images/projects/mimco03.jpg	(from http://clapat.ro/themes/nanotech/project09.html)
15:23:51	73890/73890	---M--	200	added ('OK')	image/jpeg	date:Fri,%2025%20Oct%202024%2013:11:00%20GMT	http://clapat.ro/themes/nanotech/images/projects/mimco06.jpg	C:/My%20Web%20Sites/reyhan/clapat.ro/themes/nanotech/images/projects/mimco06.jpg	(from http://clapat.ro/themes/nanotech/project09.html)
15:23:53	3700/3700	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Oct%202024%2015:21:19%20GMT	http://clapat.ro/themes/nanotech/images/pixels.png	C:/My%20Web%20Sites/reyhan/clapat.ro/themes/nanotech/images/pixels.png	(from http://clapat.ro/themes/nanotech/css/showcase.css)
15:23:56	15144/15144	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Jun%202023%2011:51:05%20GMT	http://clapat.ro/themes/nanotech/images/clients-middle.png	C:/My%20Web%20Sites/reyhan/clapat.ro/themes/nanotech/images/clients-middle.png	(from http://clapat.ro/themes/nanotech/css/shortcodes.css)
15:23:56	1174/1174	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Jun%202023%2011:55:47%20GMT	http://clapat.ro/themes/nanotech/images/clients-middle-white.png	C:/My%20Web%20Sites/reyhan/clapat.ro/themes/nanotech/images/clients-middle-white.png	(from http://clapat.ro/themes/nanotech/css/shortcodes.css)
15:23:59	15137/15137	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Jun%202023%2011:51:02%20GMT	http://clapat.ro/themes/nanotech/images/clients-top.png	C:/My%20Web%20Sites/reyhan/clapat.ro/themes/nanotech/images/clients-top.png	(from http://clapat.ro/themes/nanotech/css/shortcodes.css)
15:24:00	1166/1166	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Jun%202023%2011:55:36%20GMT	http://clapat.ro/themes/nanotech/images/clients-top-white.png	C:/My%20Web%20Sites/reyhan/clapat.ro/themes/nanotech/images/clients-top-white.png	(from http://clapat.ro/themes/nanotech/css/shortcodes.css)
15:24:03	15141/15141	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Jun%202023%2011:51:08%20GMT	http://clapat.ro/themes/nanotech/images/clients-bottom.png	C:/My%20Web%20Sites/reyhan/clapat.ro/themes/nanotech/images/clients-bottom.png	(from http://clapat.ro/themes/nanotech/css/shortcodes.css)
15:24:04	1172/1172	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Jun%202023%2011:57:12%20GMT	http://clapat.ro/themes/nanotech/images/clients-bottom-white.png	C:/My%20Web%20Sites/reyhan/clapat.ro/themes/nanotech/images/clients-bottom-white.png	(from http://clapat.ro/themes/nanotech/css/shortcodes.css)
15:24:04	284887/284887	---M--	200	added ('OK')	image/jpeg	date:Fri,%2025%20Oct%202024%2013:05:59%20GMT	http://clapat.ro/themes/nanotech/images/projects/mimco04.jpg	C:/My%20Web%20Sites/reyhan/clapat.ro/themes/nanotech/images/projects/mimco04.jpg	(from http://clapat.ro/themes/nanotech/project09.html)
15:24:11	162020/162020	---M--	200	added ('OK')	image/jpeg	date:Fri,%2025%20Oct%202024%2013:10:51%20GMT	http://clapat.ro/themes/nanotech/images/projects/mimco05.jpg	C:/My%20Web%20Sites/reyhan/clapat.ro/themes/nanotech/images/projects/mimco05.jpg	(from http://clapat.ro/themes/nanotech/project09.html)
15:25:39	4209071/4209071	---M--	200	added ('OK')	video/mp4	date:Thu,%2017%20Oct%202024%2011:52:26%20GMT	http://clapat.ro/themes/nanotech/images/about.mp4	C:/My%20Web%20Sites/reyhan/clapat.ro/themes/nanotech/images/about.mp4	(from http://clapat.ro/themes/nanotech/about.html)
15:25:41	13877/13877	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Apr%202022%2013:40:10%20GMT	http://clapat.ro/themes/nanotech/images/shortcodes/image01.jpg	C:/My%20Web%20Sites/reyhan/clapat.ro/themes/nanotech/images/shortcodes/image01.jpg	(from http://clapat.ro/themes/nanotech/multimedia.html)
15:25:42	15879/15879	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Apr%202022%2013:40:15%20GMT	http://clapat.ro/themes/nanotech/images/shortcodes/image02.jpg	C:/My%20Web%20Sites/reyhan/clapat.ro/themes/nanotech/images/shortcodes/image02.jpg	(from http://clapat.ro/themes/nanotech/multimedia.html)
15:25:45	7869/7869	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Apr%202022%2013:40:40%20GMT	http://clapat.ro/themes/nanotech/images/shortcodes/pinned02.jpg	C:/My%20Web%20Sites/reyhan/clapat.ro/themes/nanotech/images/shortcodes/pinned02.jpg	(from http://clapat.ro/themes/nanotech/multimedia.html)
15:25:47	5989/5989	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Apr%202022%2013:40:36%20GMT	http://clapat.ro/themes/nanotech/images/shortcodes/pinned01.jpg	C:/My%20Web%20Sites/reyhan/clapat.ro/themes/nanotech/images/shortcodes/pinned01.jpg	(from http://clapat.ro/themes/nanotech/multimedia.html)
15:25:48	5772/5772	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Apr%202022%2013:40:45%20GMT	http://clapat.ro/themes/nanotech/images/shortcodes/collage01.jpg	C:/My%20Web%20Sites/reyhan/clapat.ro/themes/nanotech/images/shortcodes/collage01.jpg	(from http://clapat.ro/themes/nanotech/multimedia.html)
15:25:48	7591/7591	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Apr%202022%2013:39:50%20GMT	http://clapat.ro/themes/nanotech/images/shortcodes/collage02.jpg	C:/My%20Web%20Sites/reyhan/clapat.ro/themes/nanotech/images/shortcodes/collage02.jpg	(from http://clapat.ro/themes/nanotech/multimedia.html)
15:25:48	16170/16170	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Apr%202022%2013:40:23%20GMT	http://clapat.ro/themes/nanotech/images/shortcodes/image03.jpg	C:/My%20Web%20Sites/reyhan/clapat.ro/themes/nanotech/images/shortcodes/image03.jpg	(from http://clapat.ro/themes/nanotech/multimedia.html)
15:25:48	4771/4771	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Apr%202022%2013:39:54%20GMT	http://clapat.ro/themes/nanotech/images/shortcodes/collage03.jpg	C:/My%20Web%20Sites/reyhan/clapat.ro/themes/nanotech/images/shortcodes/collage03.jpg	(from http://clapat.ro/themes/nanotech/multimedia.html)
15:25:49	4161/4161	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Apr%202022%2013:39:57%20GMT	http://clapat.ro/themes/nanotech/images/shortcodes/collage04.jpg	C:/My%20Web%20Sites/reyhan/clapat.ro/themes/nanotech/images/shortcodes/collage04.jpg	(from http://clapat.ro/themes/nanotech/multimedia.html)
15:25:49	4658/4658	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Apr%202022%2013:40:00%20GMT	http://clapat.ro/themes/nanotech/images/shortcodes/collage05.jpg	C:/My%20Web%20Sites/reyhan/clapat.ro/themes/nanotech/images/shortcodes/collage05.jpg	(from http://clapat.ro/themes/nanotech/multimedia.html)
15:26:10	8452/8452	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Apr%202022%2013:40:04%20GMT	http://clapat.ro/themes/nanotech/images/shortcodes/collage06.jpg	C:/My%20Web%20Sites/reyhan/clapat.ro/themes/nanotech/images/shortcodes/collage06.jpg	(from http://clapat.ro/themes/nanotech/multimedia.html)
15:26:10	4657/4657	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Apr%202022%2013:40:06%20GMT	http://clapat.ro/themes/nanotech/images/shortcodes/collage07.jpg	C:/My%20Web%20Sites/reyhan/clapat.ro/themes/nanotech/images/shortcodes/collage07.jpg	(from http://clapat.ro/themes/nanotech/multimedia.html)
15:26:14	35799/35799	---M--	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2015:09:09%20GMT	http://clapat.ro/themes/nanotech/shortcodes.html	C:/My%20Web%20Sites/reyhan/clapat.ro/themes/nanotech/shortcodes.html	(from http://clapat.ro/themes/nanotech/multimedia.html)
15:27:45	15203/15203	UR-M--	200	added ('Partial%20Content')	image/jpeg	date:Thu,%2028%20Apr%202022%2013:40:29%20GMT	http://clapat.ro/themes/nanotech/images/shortcodes/image04.jpg	C:/My%20Web%20Sites/reyhan/clapat.ro/themes/nanotech/images/shortcodes/image04.jpg	(from http://clapat.ro/themes/nanotech/multimedia.html)
15:27:46	8502/8502	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Apr%202022%2013:41:50%20GMT	http://clapat.ro/themes/nanotech/images/client-01.png	C:/My%20Web%20Sites/reyhan/clapat.ro/themes/nanotech/images/client-01.png	(from http://clapat.ro/themes/nanotech/shortcodes.html)
15:27:47	3795/3795	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Apr%202022%2013:41:57%20GMT	http://clapat.ro/themes/nanotech/images/client-02.png	C:/My%20Web%20Sites/reyhan/clapat.ro/themes/nanotech/images/client-02.png	(from http://clapat.ro/themes/nanotech/shortcodes.html)
15:27:47	4851/4851	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Apr%202022%2013:42:03%20GMT	http://clapat.ro/themes/nanotech/images/client-03.png	C:/My%20Web%20Sites/reyhan/clapat.ro/themes/nanotech/images/client-03.png	(from http://clapat.ro/themes/nanotech/shortcodes.html)
15:27:48	10972/10972	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Apr%202022%2013:42:09%20GMT	http://clapat.ro/themes/nanotech/images/client-04.png	C:/My%20Web%20Sites/reyhan/clapat.ro/themes/nanotech/images/client-04.png	(from http://clapat.ro/themes/nanotech/shortcodes.html)
15:27:48	6489/6489	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Apr%202022%2013:42:15%20GMT	http://clapat.ro/themes/nanotech/images/client-05.png	C:/My%20Web%20Sites/reyhan/clapat.ro/themes/nanotech/images/client-05.png	(from http://clapat.ro/themes/nanotech/shortcodes.html)
15:27:49	3558/3558	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Apr%202022%2013:42:22%20GMT	http://clapat.ro/themes/nanotech/images/client-06.png	C:/My%20Web%20Sites/reyhan/clapat.ro/themes/nanotech/images/client-06.png	(from http://clapat.ro/themes/nanotech/shortcodes.html)
15:27:49	5925/5925	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Apr%202022%2013:42:28%20GMT	http://clapat.ro/themes/nanotech/images/client-07.png	C:/My%20Web%20Sites/reyhan/clapat.ro/themes/nanotech/images/client-07.png	(from http://clapat.ro/themes/nanotech/shortcodes.html)
15:27:49	5184/5184	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Apr%202022%2013:42:34%20GMT	http://clapat.ro/themes/nanotech/images/client-08.png	C:/My%20Web%20Sites/reyhan/clapat.ro/themes/nanotech/images/client-08.png	(from http://clapat.ro/themes/nanotech/shortcodes.html)
